Rank,Company Name,Webpage,Description,Location,Year end,Annual sales rise over 3 years,Sales £000s,Staff,Comments
100,Brompton Technology,http://www.bromptontech.com,Video technology provider,West London,Aug-17,50.17%,5250,27,Its technology is used in high-profile events such as the Oscars
